id	name	type	location	team	initiationDate	finalisationDate	finalStatus
7968	Diving-7968	Diving	Marsden	Team-56	2017-04-07	2019-03-15	
7969	Golf-7969	Golf	Papua New Guinea	Team-51	2006-12-26	2008-04-19	
7970	Karate-7970	Karate	Ryde	Team-11	2012-07-06	2014-02-12	
7971	Basketball-7971	Basketball	Yarraville	Team-54	2006-11-17	2008-10-11	
7972	Badminton-7972	Badminton	Honduras	Team-44	2013-06-18	2015-06-11	
7973	Rugby union-7973	Rugby union	Valley View	Team-59	2007-09-21	2009-08-31	
7974	Taekwondo-7974	Taekwondo	Vietnam	Team-14	2006-12-17	2008-07-13	
7975	Tennis-7975	Tennis	Depot Hill	Team-92	2006-09-24	2008-03-21	
7976	Climbing-7976	Climbing	Beni	Team-90	2007-11-15	2009-07-21	
7977	Karate-7977	Karate	Shellharbour City Centre	Team-52	2000-07-11	2002-03-16	
7978	Handball-7978	Handball	Murrumbeena	Team-50	2013-04-21	2014-12-27	
7979	Track and field-7979	Track and field	Harris Park	Team-26	1998-02-28	2000-01-01	
7980	Badminton-7980	Badminton	Redcliffe (Qld)	Team-62	1999-01-24	2000-10-12	
7981	Climbing-7981	Climbing	Kingsholme	Team-61	1999-11-07	2001-09-27	
7982	Canoe-7982	Canoe	Bonbeach	Team-13	1998-10-12	2000-02-11	
7983	Karate-7983	Karate	Kingscliff	Team-67	2012-09-28	2014-09-21	
7984	Weightlifting-7984	Weightlifting	Woodvale (WA)	Team-6	2014-06-27	2016-03-25	
7985	Dancing-7985	Dancing	Narre Warren South	Team-24	2008-09-10	2010-05-06	
7986	Boxing-7986	Boxing	Honduras	Team-39	2012-11-26	2014-11-03	
7987	Volleyball-7987	Volleyball	Queanbeyan	Team-52	2016-03-28	2018-02-11	
7988	Archery-7988	Archery	Stirling (WA)	Team-96	2013-07-15	2013-12-31	
7989	Soccer-7989	Soccer	East Fremantle	Team-25	2010-04-16	2012-02-05	
7990	Weightlifting-7990	Weightlifting	Mount Waverley	Team-44	2016-10-19	2018-08-23	
7991	Cycling-7991	Cycling	St Andrews (NSW)	Team-32	2017-11-14	2019-11-08	
7992	Baseball-7992	Baseball	Hollywell	Team-10	2009-08-20	2011-01-11	
7993	Softball-7993	Softball	Templestowe Lower	Team-90	2004-05-17	2006-01-20	
7994	Rowing-7994	Rowing	Libya	Team-46	2014-07-09	2016-02-12	
7995	Shooting-7995	Shooting	Athol	Team-82	2004-02-04	2005-09-29	
7996	Rugby 7s-7996	Rugby 7s	Toongabbie (NSW)	Team-84	2001-01-02	2002-03-19	
7997	Kayak-7997	Kayak	Chad	Team-88	2010-05-02	2012-04-18	
7998	Gymnastics-7998	Gymnastics	Hastings (Vic.)	Team-15	2017-04-16	2019-03-28	
7999	Dancing-7999	Dancing	Walkley Heights	Team-56	1999-12-24	2001-12-23	
8000	Polo-8000	Polo	Cronulla	Team-91	2016-03-25	2018-01-22	
8001	Wrestling-8001	Wrestling	Box Hill North	Team-66	1998-05-13	2000-02-01	
8002	Canoe-8002	Canoe	Marcus Beach	Team-61	2009-11-06	2011-03-25	
8003	Hockey-8003	Hockey	Junction Village	Team-93	1998-12-20	2000-08-01	
8004	Cricket-8004	Cricket	Riverview (Lane Cove - NSW)	Team-36	2007-06-24	2009-01-25	
8005	Basketball-8005	Basketball	Southport (Qld)	Team-44	2006-01-04	2007-11-02	
8006	Karate-8006	Karate	Keilor Lodge	Team-44	2004-08-21	2006-08-15	
8007	Netball-8007	Netball	Blackwood (SA)	Team-80	2013-02-20	2013-06-19	
8008	Bowling-8008	Bowling	Newman	Team-78	2008-07-20	2009-11-16	
8009	Gymnastics-8009	Gymnastics	Brunswick West	Team-22	2012-09-17	2014-07-27	
8010	Tennis-8010	Tennis	Evanston	Team-4	2002-07-14	2004-01-24	
8011	Judo-8011	Judo	Austria	Team-26	1998-01-17	1999-07-12	
8012	Pentathlon-8012	Pentathlon	North Toowoomba	Team-94	2005-03-08	2006-09-23	
8013	Equestrian-8013	Equestrian	Nigeria	Team-74	2002-12-25	2004-11-17	
8014	Weightlifting-8014	Weightlifting	Mosman	Team-79	2004-05-10	2006-02-06	
8015	Kayak-8015	Kayak	Atwell	Team-21	2000-07-09	2002-03-25	
8016	Rugby union-8016	Rugby union	Wakefield	Team-17	2009-08-28	2011-07-05	
8017	Polo-8017	Polo	Brownlow Hill	Team-87	2002-08-24	2004-07-16	
8018	Kayak-8018	Kayak	Chatswood	Team-67	2016-01-22	2017-12-19	
8019	Soccer-8019	Soccer	Gobbagombalin	Team-84	2014-12-11	2016-07-10	
8020	Bowling-8020	Bowling	Woollahra	Team-94	2007-04-20	2009-01-15	
8021	Archery-8021	Archery	Nigeria	Team-43	2010-10-20	2012-07-21	
8022	Kayak-8022	Kayak	Frankston South	Team-18	2010-04-09	2011-10-12	
8023	Cricket-8023	Cricket	Clifton Hill	Team-62	2016-04-23	2017-12-26	
8024	Gymnastics-8024	Gymnastics	Clayton	Team-85	2004-09-19	2005-06-14	
8025	Tennis-8025	Tennis	Liverpool	Team-65	2004-08-14	2005-11-05	
8026	Taekwondo-8026	Taekwondo	Wildwood	Team-45	2013-08-13	2015-07-24	
8027	Bowling-8027	Bowling	Park Ridge	Team-78	2014-03-04	2016-02-04	
8028	Diving-8028	Diving	Heidelberg	Team-21	2014-02-15	2015-11-30	
8029	Cricket-8029	Cricket	Iluka (WA)	Team-53	2014-07-28	2016-05-22	
8030	Rowing-8030	Rowing	Mount Claremont	Team-4	2002-08-23	2003-07-14	
8031	Sailing-8031	Sailing	Main Beach	Team-85	2013-07-14	2013-10-05	
8032	Karate-8032	Karate	Labrador	Team-34	2010-08-02	2012-03-19	
8033	Softball-8033	Softball	Watsons Bay	Team-98	1998-12-26	2000-10-31	
8034	Weightlifting-8034	Weightlifting	Lavington	Team-51	2015-10-07	2017-09-13	
8035	Diving-8035	Diving	Eden Hills	Team-11	2003-04-25	2004-07-11	
8036	Golf-8036	Golf	Chirnside Park	Team-40	2002-01-05	2003-08-02	
8037	Volleyball-8037	Volleyball	Merrylands	Team-90	1999-05-27	2000-08-17	
8038	Pentathlon-8038	Pentathlon	Blackett	Team-50	2001-02-03	2002-11-22	
8039	Gymnastics-8039	Gymnastics	Lilli Pilli (Sutherland - NSW)	Team-97	2006-10-14	2008-04-25	
8040	Fencing-8040	Fencing	Solomon Islands	Team-82	1998-01-17	1999-11-04	
8041	Soccer-8041	Soccer	Fiji	Team-23	2017-05-23	2019-02-23	
8042	Rugby 7s-8042	Rugby 7s	Gordon Park	Team-55	2011-02-07	2012-02-20	
8043	Cricket-8043	Cricket	Teralba	Team-84	2006-01-25	2007-09-30	
8044	Canoe-8044	Canoe	Rowes Bay	Team-63	2009-11-10	2011-10-30	
8045	Polo-8045	Polo	Flynn (ACT)	Team-9	2013-09-08	2015-08-19	
8046	Netball-8046	Netball	Deagon	Team-12	2014-05-01	2014-12-16	
8047	Basketball-8047	Basketball	Landers Shoot	Team-93	2002-02-08	2004-02-11	
8048	Hockey-8048	Hockey	Avon Valley National Park	Team-88	2000-10-06	2002-04-17	
8049	Handball-8049	Handball	Buderim	Team-40	2011-09-15	2013-09-11	
8050	Surfing-8050	Surfing	Eritrea	Team-13	2008-03-02	2009-09-04	
8051	Croquet-8051	Croquet	Ballarat North	Team-75	2008-01-06	2009-11-28	
8052	Netball-8052	Netball	Narre Warren	Team-24	2015-08-21	2017-01-25	
8053	Volleyball-8053	Volleyball	Notting Hill	Team-39	2008-01-07	2009-02-12	
8054	Lacrosse-8054	Lacrosse	Spring Gully (Vic.)	Team-55	2017-09-25	2019-05-17	
8055	Diving-8055	Diving	Glen Waverley	Team-82	2004-05-09	2005-07-25	
8056	Baseball-8056	Baseball	Ballajura	Team-44	2017-01-26	2018-12-16	
8057	Cycling-8057	Cycling	Valla	Team-7	2015-03-18	2016-12-09	
8058	Sailing-8058	Sailing	Green Valley (NSW)	Team-43	2010-12-24	2012-10-25	
8059	Karate-8059	Karate	Woodpark	Team-54	2015-12-24	2017-11-28	
8060	Tennis-8060	Tennis	Mindarie (WA)	Team-77	2002-07-16	2004-04-21	
8061	Shooting-8061	Shooting	Kurunjang	Team-82	2008-09-23	2010-04-17	
8062	Swimming-8062	Swimming	Seabrook	Team-15	2017-01-05	2018-10-04	
8063	Baseball-8063	Baseball	Canada	Team-56	2004-08-11	2006-07-01	
8064	Sailing-8064	Sailing	Winnellie	Team-31	2009-06-18	2011-06-09	
8065	Rugby 7s-8065	Rugby 7s	Spalding (WA)	Team-2	2009-01-18	2010-10-14	
8066	Netball-8066	Netball	Glen Iris (Vic.)	Team-77	2000-06-08	2002-05-07	
8067	Water polo-8067	Water polo	Basin Pocket	Team-70	2001-05-13	2003-02-02	
8068	Basketball-8068	Basketball	South Morang	Team-46	1998-03-02	1999-11-09	
8069	Gymnastics-8069	Gymnastics	Brookvale	Team-69	2014-10-21	2016-10-14	
8070	Rowing-8070	Rowing	Lota	Team-77	2005-10-22	2005-12-03	
8071	Basketball-8071	Basketball	Chelmer	Team-75	2007-11-01	2009-03-20	
8072	Cricket-8072	Cricket	Jandabup	Team-59	2001-08-26	2003-04-13	
8073	Swimming-8073	Swimming	Bundall	Team-19	2008-09-12	2010-02-24	
8074	Tennis-8074	Tennis	Beachlands	Team-83	2015-11-08	2016-09-23	
8075	Weightlifting-8075	Weightlifting	Willoughby (NSW)	Team-90	2003-12-22	2005-05-21	
8076	Rugby union-8076	Rugby union	Gilston	Team-51	2004-08-22	2006-05-26	
8077	Netball-8077	Netball	Dakabin	Team-15	2013-02-19	2014-07-16	
8078	Judo-8078	Judo	Carlingford	Team-77	2001-09-14	2003-09-06	
8079	Basketball-8079	Basketball	Roxburgh Park	Team-71	2003-03-12	2004-12-02	
8080	Gymnastics-8080	Gymnastics	Thoopara	Team-92	2013-12-11	2015-07-30	
8081	Climbing-8081	Climbing	Melbourne	Team-80	2011-10-10	2012-08-09	
8082	Hockey-8082	Hockey	Arana Hills	Team-80	2008-01-16	2009-11-11	
8083	Water polo-8083	Water polo	Auldana	Team-40	2011-11-16	2013-01-30	
8084	Track and field-8084	Track and field	Toronto	Team-96	2014-01-14	2015-12-02	
8085	Basketball-8085	Basketball	Prahran	Team-15	2012-12-12	2013-12-15	
8086	Racquets-8086	Racquets	Burkina Faso	Team-96	2009-02-09	2010-06-02	
8087	Swimming-8087	Swimming	Ultimo	Team-14	2004-08-19	2006-08-21	
8088	Boxing-8088	Boxing	Templestowe	Team-65	2012-05-03	2013-02-09	
8089	Equestrian-8089	Equestrian	Seaford (Vic.)	Team-13	2012-03-12	2012-06-17	
8090	Weightlifting-8090	Weightlifting	Mount Duneed	Team-84	2004-04-03	2004-10-02	
8091	Swimming-8091	Swimming	Cameroon	Team-1	2003-11-06	2005-05-27	
8092	Shooting-8092	Shooting	Croydon Park (NSW)	Team-34	2005-11-11	2007-01-01	
8093	Golf-8093	Golf	Cooktown	Team-56	2011-02-11	2013-01-07	
8094	Karate-8094	Karate	Sunnybank Hills	Team-87	2007-12-09	2009-04-04	
8095	Equestrian-8095	Equestrian	St Kilda (Vic.)	Team-29	2013-08-05	2014-09-10	
8096	Weightlifting-8096	Weightlifting	Mount Annan	Team-96	2004-04-05	2005-11-14	
8097	Taekwondo-8097	Taekwondo	Melbourne	Team-16	2010-06-09	2011-06-19	
8098	Rowing-8098	Rowing	Bardon	Team-14	2001-07-04	2003-06-17	
8099	Tennis-8099	Tennis	Frenchville	Team-42	2002-07-27	2004-05-11	
8100	Polo-8100	Polo	Forrestfield	Team-82	2017-02-01	2018-12-15	
8101	Track and field-8101	Track and field	Bayswater (WA)	Team-69	2011-05-09	2013-05-13	
8102	Equestrian-8102	Equestrian	Hayborough	Team-56	2002-01-21	2004-01-25	
8103	Wrestling-8103	Wrestling	Noble Park North	Team-66	2016-02-17	2017-11-30	
8104	Equestrian-8104	Equestrian	Guatemala	Team-72	2017-10-19	2019-08-17	
8105	Rugby 7s-8105	Rugby 7s	Carine	Team-79	2007-07-22	2009-04-25	
8106	Track and field-8106	Track and field	Brighton (Qld)	Team-55	2007-05-22	2009-04-19	
8107	Canoe-8107	Canoe	Oyster Bay	Team-7	2008-05-13	2009-09-23	
8108	Softball-8108	Softball	Loganholme	Team-55	2016-04-08	2017-08-08	
8109	Dancing-8109	Dancing	Mill Park	Team-11	2008-01-19	2009-03-03	
8110	Track and field-8110	Track and field	Williamstown North	Team-31	2003-05-26	2003-12-02	
8111	Volleyball-8111	Volleyball	North Toowoomba	Team-97	1998-07-28	1999-09-19	
8112	Racquets-8112	Racquets	Cremorne (Vic.)	Team-70	1999-06-12	2000-09-02	
8113	Gymnastics-8113	Gymnastics	Campsie	Team-38	2005-01-10	2005-06-14	
8114	Cycling-8114	Cycling	Northcote	Team-36	2012-03-14	2013-10-16	
8115	Fencing-8115	Fencing	Perth Airport	Team-54	2000-04-13	2002-04-14	
8116	Netball-8116	Netball	Castle Hill (NSW)	Team-27	2007-12-17	2009-08-11	
8117	Hockey-8117	Hockey	Mount Camel	Team-9	2009-12-26	2011-11-08	
8118	Lacrosse-8118	Lacrosse	Muirhead	Team-48	2012-07-06	2013-11-30	
8119	Wrestling-8119	Wrestling	Carlingford	Team-48	2017-01-16	2019-01-09	
8120	Golf-8120	Golf	Woodford (Vic.)	Team-49	2016-09-10	2018-08-06	
8121	Shooting-8121	Shooting	Bexley North	Team-88	2002-06-22	2004-04-04	
8122	Dancing-8122	Dancing	O'Halloran Hill	Team-41	2002-03-09	2004-01-22	
8123	Climbing-8123	Climbing	Yennora	Team-81	2005-10-16	2006-12-27	
8124	Triathlon-8124	Triathlon	Canterbury (Vic.)	Team-50	2010-07-13	2011-12-29	
8125	Fencing-8125	Fencing	Marmion	Team-6	2009-10-05	2011-07-28	
8126	Handball-8126	Handball	Botany Bay	Team-36	2016-01-20	2017-10-20	
8127	Handball-8127	Handball	Fiji	Team-85	1998-02-07	1998-07-22	
8128	Diving-8128	Diving	Oman	Team-48	2001-12-28	2003-04-14	
8129	Dancing-8129	Dancing	Beechboro	Team-63	2001-09-01	2003-06-20	
8130	Cricket-8130	Cricket	Wallsend	Team-58	2009-10-18	2011-10-03	
8131	Triathlon-8131	Triathlon	West Melbourne	Team-14	1998-08-12	2000-07-09	
8132	Taekwondo-8132	Taekwondo	Condell Park	Team-23	2001-04-09	2003-02-20	
8133	Canoe-8133	Canoe	Ormiston	Team-92	1999-06-07	2000-11-18	
8134	Shooting-8134	Shooting	Mount Camel	Team-47	2014-12-24	2016-12-28	
8135	Hockey-8135	Hockey	Brunswick West	Team-41	2008-04-01	2009-12-07	
8136	Racquets-8136	Racquets	Glen Iris (WA)	Team-10	2004-05-08	2006-03-18	
8137	Basketball-8137	Basketball	Dulwich Hill	Team-35	2007-11-24	2009-07-03	
8138	Weightlifting-8138	Weightlifting	Yagoona	Team-17	2016-02-27	2017-06-15	
8139	Lacrosse-8139	Lacrosse	Palmyra (WA)	Team-18	2001-06-10	2002-11-08	
8140	Soccer-8140	Soccer	Holland Park	Team-16	2003-06-26	2005-02-03	
8141	Tennis-8141	Tennis	Burpengary	Team-81	2001-10-09	2002-09-13	
8142	Shooting-8142	Shooting	Kingston Beach	Team-40	2016-12-11	2018-12-03	
8143	Shooting-8143	Shooting	St Marys (SA)	Team-40	2008-01-23	2009-06-30	
8144	Track and field-8144	Track and field	Clyde (NSW)	Team-51	2013-12-26	2015-10-14	
8145	Basketball-8145	Basketball	Keperra	Team-45	2003-01-06	2004-09-11	
8146	Pentathlon-8146	Pentathlon	Northcote	Team-23	2003-07-27	2005-04-18	
8147	Squash-8147	Squash	Hebersham	Team-35	2008-06-21	2010-01-21	
8148	Water polo-8148	Water polo	Belmont (Vic.)	Team-55	2007-04-05	2008-11-21	
8149	Track and field-8149	Track and field	Lisarow	Team-13	2006-05-25	2008-03-27	
8150	Pentathlon-8150	Pentathlon	Canterbury (Vic.)	Team-13	2001-07-08	2003-04-27	
8151	Karate-8151	Karate	Hornsby Heights	Team-46	2014-12-09	2016-10-04	
8152	Fencing-8152	Fencing	Newport (NSW)	Team-53	2011-04-28	2013-01-10	
8153	Squash-8153	Squash	Eaglemont	Team-41	2001-10-19	2003-01-01	
8154	Rowing-8154	Rowing	Indooroopilly	Team-2	2004-12-05	2006-11-07	
8155	Racquets-8155	Racquets	Gembrook	Team-49	2006-12-24	2008-11-08	
8156	Soccer-8156	Soccer	Junction Village	Team-14	1998-09-27	2000-09-27	
8157	Water polo-8157	Water polo	Lee Point	Team-76	2010-06-03	2012-03-09	
8158	Climbing-8158	Climbing	Heatherbrae	Team-2	2000-02-24	2002-01-17	
8159	Pentathlon-8159	Pentathlon	Calder Park	Team-98	2014-10-12	2016-06-04	
8160	Softball-8160	Softball	Ivanhoe (Vic.)	Team-37	2014-03-25	2016-01-12	
8161	Golf-8161	Golf	South Penrith	Team-67	2007-11-16	2009-01-03	
8162	Lacrosse-8162	Lacrosse	Guatemala	Team-27	2008-11-25	2010-07-22	
8163	Triathlon-8163	Triathlon	Fiji	Team-14	2000-06-05	2002-05-08	
8164	Polo-8164	Polo	Canning Vale	Team-81	1998-09-16	2000-04-14	
8165	Water polo-8165	Water polo	Fairfield (NSW)	Team-76	2011-04-10	2012-12-23	
8166	Hockey-8166	Hockey	Lake Illawarra	Team-20	2016-04-16	2017-01-03	
8167	Judo-8167	Judo	Mannerim	Team-50	2016-08-14	2018-03-08	
8168	Pentathlon-8168	Pentathlon	Lyrup	Team-92	2010-12-12	2012-09-28	
8169	Rowing-8169	Rowing	Coomera	Team-24	2006-02-10	2006-11-16	
8170	Weightlifting-8170	Weightlifting	Clovelly	Team-41	2015-08-02	2017-02-28	
8171	Canoe-8171	Canoe	Rangeville	Team-17	2000-05-07	2002-01-25	
8172	Handball-8172	Handball	Underwood (Qld)	Team-70	2017-08-12	2018-11-06	
8173	Judo-8173	Judo	Bungalow	Team-50	2003-07-12	2005-04-01	
8174	Badminton-8174	Badminton	West Tamworth	Team-17	2013-11-24	2015-11-01	
8175	Baseball-8175	Baseball	Mount Kynoch	Team-72	2016-01-22	2017-12-22	
8176	Baseball-8176	Baseball	Brunswick (Vic.)	Team-9	1998-12-09	2000-03-19	
8177	Rugby union-8177	Rugby union	Salisbury Park	Team-30	2006-12-22	2008-06-10	
8178	Track and field-8178	Track and field	Mona Vale	Team-95	2006-02-19	2007-09-10	
8179	Bowling-8179	Bowling	Osborne Park	Team-7	2016-08-25	2018-06-25	
8180	Water polo-8180	Water polo	Shanes Park	Team-5	2001-02-14	2002-12-03	
8181	Polo-8181	Polo	Balcatta	Team-21	2005-12-15	2007-11-30	
8182	Volleyball-8182	Volleyball	Edithvale	Team-20	2004-07-27	2006-03-27	
8183	Gymnastics-8183	Gymnastics	Reservoir (Vic.)	Team-35	2012-03-07	2014-01-28	
8184	Track and field-8184	Track and field	Hackham West	Team-66	2013-12-14	2015-09-02	
8185	Taekwondo-8185	Taekwondo	Ghana	Team-27	2000-10-08	2001-07-25	
8186	Sailing-8186	Sailing	Mount Ousley	Team-25	2004-12-15	2006-06-06	
8187	Triathlon-8187	Triathlon	Kings Park (Vic.)	Team-24	2017-06-23	2019-03-16	
8188	Dancing-8188	Dancing	Armenia	Team-83	2016-11-17	2018-08-07	
8189	Triathlon-8189	Triathlon	Hemmant	Team-39	2004-07-24	2005-10-15	
8190	Fencing-8190	Fencing	Ravenswood (Tas.)	Team-68	2009-02-01	2009-12-18	
8191	Polo-8191	Polo	South Wharf	Team-56	2015-12-14	2017-11-12	
8192	Canoe-8192	Canoe	Braeside	Team-79	2014-12-12	2016-08-02	
8193	Canoe-8193	Canoe	Mermaid Beach	Team-3	2013-05-18	2015-03-23	
8194	Dancing-8194	Dancing	Tieri	Team-16	2007-08-25	2009-04-09	
8195	Badminton-8195	Badminton	Hawkesbury Heights	Team-13	2016-04-19	2018-03-26	
8196	Bowling-8196	Bowling	Woolooware	Team-36	2008-10-03	2010-10-01	
8197	Rugby 7s-8197	Rugby 7s	Roxburgh Park	Team-73	2012-09-17	2014-08-02	
8198	Equestrian-8198	Equestrian	Springvale (Vic.)	Team-38	2016-02-24	2017-09-23	
8199	Swimming-8199	Swimming	Essendon West	Team-89	2017-05-22	2018-10-06	
8200	Bowling-8200	Bowling	Arundel	Team-38	1998-12-15	2000-10-10	
8201	Hockey-8201	Hockey	Bulleen	Team-5	2007-06-13	2008-02-29	
8202	Equestrian-8202	Equestrian	Mandurang	Team-58	2008-01-23	2010-01-17	
8203	Pentathlon-8203	Pentathlon	Kurraba Point	Team-44	2014-10-08	2016-07-02	
8204	Water polo-8204	Water polo	Claremont Meadows	Team-22	2009-06-19	2011-02-14	
8205	Canoe-8205	Canoe	France	Team-1	2016-02-12	2017-12-02	
8206	Boxing-8206	Boxing	French Guiana	Team-51	1999-03-20	1999-08-02	
8207	Track and field-8207	Track and field	Wagaman	Team-28	2001-08-06	2002-10-17	
8208	Baseball-8208	Baseball	Box Hill North	Team-73	2008-11-20	2010-11-20	
8209	Kayak-8209	Kayak	Carlingford	Team-58	2007-06-15	2009-06-07	
8210	Swimming-8210	Swimming	Sunbury	Team-58	2012-09-23	2013-12-05	
8211	Boxing-8211	Boxing	Lilydale (Vic.)	Team-87	2003-10-12	2005-07-23	
8212	Netball-8212	Netball	Argentina	Team-71	1999-10-20	2000-02-12	
8213	Netball-8213	Netball	Hahndorf	Team-37	2010-01-06	2011-12-09	
8214	Weightlifting-8214	Weightlifting	Mandurah	Team-82	2008-05-21	2008-06-11	
8215	Rugby union-8215	Rugby union	Nollamara	Team-28	2014-02-04	2016-02-01	
8216	Racquets-8216	Racquets	Currarong	Team-47	2006-05-28	2008-04-28	
8217	Handball-8217	Handball	Summerhill	Team-65	2013-01-24	2014-06-27	
8218	Rowing-8218	Rowing	Italy	Team-79	2006-11-14	2008-03-14	
8219	Boxing-8219	Boxing	Conder	Team-6	2008-08-05	2010-01-18	
8220	Kayak-8220	Kayak	Hawthorn (Vic.)	Team-45	2009-03-18	2011-01-30	
8221	Wrestling-8221	Wrestling	Chirnside Park	Team-70	2010-04-25	2012-02-13	
8222	Polo-8222	Polo	Glenella	Team-97	2007-03-27	2009-03-30	
8223	Track and field-8223	Track and field	Greenwell Point	Team-72	1998-09-22	2000-06-29	
8224	Croquet-8224	Croquet	Ascot (Brisbane - Qld)	Team-54	2006-04-28	2008-01-20	
8225	Gymnastics-8225	Gymnastics	Deception Bay	Team-94	2003-06-05	2003-12-01	
8226	Karate-8226	Karate	Tanah Merah	Team-1	2009-11-20	2011-05-20	
8227	Dancing-8227	Dancing	Kenmore Hills	Team-15	2015-05-20	2017-05-04	
8228	Kayak-8228	Kayak	Endeavour Hills	Team-84	2011-03-17	2013-02-11	
8229	Soccer-8229	Soccer	Banksia Grove	Team-85	2016-10-23	2017-07-07	
8230	Weightlifting-8230	Weightlifting	Deagon	Team-22	1999-05-19	1999-06-09	
8231	Climbing-8231	Climbing	Yarraville	Team-38	2000-11-18	2002-03-10	
8232	Judo-8232	Judo	Togo	Team-53	2017-03-14	2018-05-12	
8233	Hockey-8233	Hockey	Philippines	Team-93	2000-06-28	2001-12-21	
8234	Racquets-8234	Racquets	Bibra Lake	Team-98	2007-08-16	2009-07-05	
8235	Basketball-8235	Basketball	Woronora	Team-27	2012-05-15	2014-05-19	
8236	Badminton-8236	Badminton	Homebush West	Team-11	2014-11-01	2016-04-26	
8237	Softball-8237	Softball	Wiley Park	Team-22	2005-09-02	2006-09-18	
8238	Soccer-8238	Soccer	Kununurra	Team-76	2017-10-12	2019-08-09	
8239	Bowling-8239	Bowling	Davistown	Team-81	2015-03-14	2016-04-02	
8240	Soccer-8240	Soccer	Yeelanna	Team-2	2017-03-26	2018-12-21	
8241	Shooting-8241	Shooting	Deception Bay	Team-55	2015-09-18	2017-03-22	
8242	Dancing-8242	Dancing	South Hobart	Team-34	2012-07-28	2014-03-24	
8243	Handball-8243	Handball	Rosebud	Team-2	2013-06-16	2015-01-28	
8244	Judo-8244	Judo	Kentlyn	Team-65	2008-07-05	2010-02-27	
8245	Cycling-8245	Cycling	Iraq	Team-47	2006-08-09	2008-06-21	
8246	Surfing-8246	Surfing	Estonia	Team-53	2010-11-02	2012-05-17	
8247	Sailing-8247	Sailing	Mosman Park (WA)	Team-91	2017-03-02	2018-05-09	
8248	Fencing-8248	Fencing	Kew (Vic.)	Team-57	2012-10-06	2014-01-19	
8249	Wrestling-8249	Wrestling	Bellara	Team-47	2017-05-27	2018-11-15	
8250	Karate-8250	Karate	Campbelltown (NSW)	Team-84	2017-04-09	2019-04-13	
8251	Track and field-8251	Track and field	Nundah	Team-85	2008-11-25	2009-12-06	
8252	Cycling-8252	Cycling	Herne Hill (WA)	Team-33	2010-05-09	2011-04-27	
8253	Triathlon-8253	Triathlon	Geebung	Team-97	2005-01-20	2006-01-26	
8254	Surfing-8254	Surfing	Narre Warren South	Team-42	2000-03-06	2001-12-28	
8255	Basketball-8255	Basketball	Doonside	Team-95	2004-11-19	2006-04-23	
8256	Gymnastics-8256	Gymnastics	Peakhurst Heights	Team-21	2005-05-05	2007-01-08	
8257	Polo-8257	Polo	Paralowie	Team-61	2005-04-16	2007-01-12	
8258	Swimming-8258	Swimming	St Albans (Vic.)	Team-86	2008-02-04	2009-12-06	
8259	Rowing-8259	Rowing	Darley	Team-95	1998-02-18	1999-11-10	
8260	Rowing-8260	Rowing	Burpengary	Team-19	2011-09-26	2013-07-04	
8261	Surfing-8261	Surfing	Old Guildford	Team-36	2008-12-25	2010-12-25	
8262	Sailing-8262	Sailing	Koondoola	Team-17	2015-01-19	2015-11-03	
8263	Swimming-8263	Swimming	Ballarat East	Team-6	2005-05-10	2006-08-21	
8264	Diving-8264	Diving	Watson	Team-46	2012-07-03	2014-07-09	
8265	Squash-8265	Squash	Laos	Team-65	1999-07-13	2001-03-20	
8266	Shooting-8266	Shooting	Stirling (WA)	Team-3	2000-08-28	2002-08-02	
8267	Karate-8267	Karate	Inglewood (WA)	Team-64	2003-03-03	2005-02-07	
8268	Netball-8268	Netball	Sackville	Team-23	1998-06-23	2000-05-29	
8269	Netball-8269	Netball	Keilor North	Team-1	1998-03-21	1999-07-25	
8270	Rugby union-8270	Rugby union	Beecroft	Team-87	2001-10-03	2003-09-27	
8271	Surfing-8271	Surfing	Wangaratta South	Team-87	2017-05-27	2018-08-17	
8272	Canoe-8272	Canoe	Palm Beach (Qld)	Team-65	2012-09-24	2014-06-01	
8273	Hockey-8273	Hockey	Eaton (WA)	Team-84	2004-12-21	2006-12-10	
8274	Taekwondo-8274	Taekwondo	Evanston Park	Team-49	2003-11-02	2004-12-31	
8275	Climbing-8275	Climbing	Pinjarra Hills	Team-93	2002-07-08	2004-04-07	
8276	Weightlifting-8276	Weightlifting	India	Team-11	2008-07-09	2010-04-20	
8277	Dancing-8277	Dancing	Tarneit	Team-89	2007-03-09	2008-07-17	
8278	Handball-8278	Handball	Wallaga Lake	Team-54	2001-09-06	2003-08-18	
8279	Equestrian-8279	Equestrian	Brazil	Team-2	2008-04-15	2010-04-03	
8280	Rowing-8280	Rowing	High Wycombe	Team-45	2013-07-01	2015-05-16	
8281	Croquet-8281	Croquet	Kingsford (NSW)	Team-30	2003-10-17	2004-06-05	
8282	Volleyball-8282	Volleyball	Tunisia	Team-92	2014-04-26	2016-03-05	
8283	Baseball-8283	Baseball	Boomerang Beach	Team-82	2003-01-11	2004-10-15	
8284	Fencing-8284	Fencing	Blackbutt (NSW)	Team-17	2010-04-22	2012-04-19	
8285	Baseball-8285	Baseball	Canada	Team-56	2003-03-12	2004-08-07	
8286	Diving-8286	Diving	Armenia	Team-32	2007-10-06	2008-12-04	
8287	Wrestling-8287	Wrestling	Mentone	Team-43	2007-12-15	2009-12-05	
